Date,Open,High,Low,Close,Volume
2021-05-01,85.55985820124245,86.8654321377286,82.9665919120892,83.89659118652344,7409292
2021-06-01,84.18273709069241,85.22004624668048,79.24659486467216,79.6221694946289,8665855
2021-07-01,80.10505933132956,80.10505933132956,75.47295145791173,76.438720703125,7640287
2021-08-01,77.11832772991878,79.55063235375836,72.98699300840471,73.988525390625,10267169
2021-09-01,74.16737735270448,75.02583662760786,68.81988335115241,71.69930267333984,11618390
2021-10-01,71.53834056817793,71.53834056817793,67.7646920116181,69.1954574584961,9073410
2021-11-01,69.32065053406615,72.61141454551124,62.32777786254883,62.32777786254883,14973364
2021-12-01,62.39931851097947,65.29661948852306,61.6302807789111,63.61547088623047,8648341
2022-01-01,63.9373933729979,74.5787231450174,62.41720632946424,64.79585266113281,19591875
2022-02-01,64.83162625980869,67.76469736314667,61.558743645582396,63.34720230102539,15416264
2022-03-01,63.29354758899022,63.84797220078568,53.13510238352695,54.26183319091797,26186321
2022-04-01,54.387022764989496,56.56894090907423,50.57760765721928,54.86990737915039,15949845
2022-05-01,54.9985043228887,59.42642756205121,53.356483653452884,58.76224136352539,10141861
2022-06-01,59.03898597323196,59.38952741876962,52.85834142535968,54.22361755371094,12592946
2022-07-01,54.11292438213341,58.153406264320786,53.96532704720865,57.45231628417969,8761268
2022-08-01,57.28626796205532,62.61822556313543,57.230921161682964,59.26038360595703,10254975
2022-09-01,58.89138679820928,58.928287007842314,54.537260593446426,56.289981842041016,11733185
2022-10-01,55.84719369264196,59.00208793250284,55.31215117346204,58.83604049682617,9845709
2022-11-01,58.90984339016055,63.83590579170358,55.9394430485577,63.134822845458984,11185760
2022-12-01,63.374661562415156,63.96505088586271,59.57403117247099,59.97991943359375,9072062
2023-01-01,60.035272565865895,62.58132385406855,58.19030419227195,60.330467224121094,9054760
2023-02-01,60.60720609795672,64.0573019010091,59.55557472551696,63.48535919189453,8369671
2023-03-01,63.33776456484058,67.32289577656462,59.97991581317001,66.47420501708984,13967843
2023-04-01,66.30816811072606,70.25640677665059,65.92072639875104,67.59964752197266,9275720
2023-05-01,69.32673990131296,74.58679054292764,67.86981789398466,70.51876831054688,10144768
2023-06-01,70.72690223848579,71.95676642415584,67.34003182270905,69.30782318115234,10432874
2023-07-01,69.26997518468623,69.72407640813698,65.80741907128247,66.39397430419922,7353923
2023-08-01,66.56426665169136,68.77802644202907,64.78569022480956,66.90484619140625,8912821
2023-09-01,67.018372514869,68.21040098608248,62.53408455643107,63.820716857910156,8666129
2023-10-01,63.83964213783516,65.25872124932003,62.32595197800363,64.40727233886719,7683118
2023-11-01,64.55863257517014,68.70234791454402,63.53690117084795,68.30500030517578,9990293
2023-12-01,68.56990775919033,70.53769202991008,68.04011330131866,68.92940521240234,6042640
2024-01-01,68.9294057968965,70.67013943918043,66.69672066940373,67.26435089111328,7203383
2024-02-01,67.16974471141233,68.47529489753255,64.82353073438874,65.80742645263672,6671779
2024-03-01,65.84526681619066,71.99460939792041,63.25308442580195,70.48092651367188,11127066
2024-04-01,70.42416683821914,72.22166123329168,66.24260832721299,70.44308471679688,8124036
2024-05-01,71.95723195006423,82.37822007389998,71.12277590448177,80.65109252929688,10567221
2024-06-01,80.53465662957888,83.19326852264464,78.8269317174265,80.74812316894531,8431882
2024-07-01,81.05861722285785,82.1841579622091,75.62495517129328,76.75049591064453,9170556
2024-08-01,76.38178724262075,80.49584478476464,73.8784190021568,80.30178833007812,7794339
2024-09-01,80.14653635179401,82.08713048817053,76.168319852778,81.89307403564453,7717077
2024-10-01,81.8930713482829,82.84395829834725,76.59525041815914,77.21623992919922,6499226
2024-11-01,76.90574524011983,79.89425448853994,73.82020036575803,78.36119079589844,6062746
2024-12-01,78.49703429698565,84.33821939025611,78.18653953127657,81.89307403564453,5553105
2025-01-01,81.89306806228626,82.66930121855019,79.137420740186,81.71841430664062,5554346
2025-02-01,80.6510893584209,83.21267284789533,79.21504654024713,80.70930480957031,7594032
2025-03-01,80.41821847965575,85.87129067690731,70.03604279395489,71.29743194580078,13266696
2025-04-01,71.25861444597506,72.28712690281725,64.05900503974375,66.36831665039062,9599866
2025-05-01,69.12000274658203,72.0,66.94000244140625,70.4800033569336,10424590
2025-06-01,70.30000305175781,71.12000274658203,65.54000091552734,66.66000366210938,9837093
2025-07-01,66.9000015258789,69.62000274658203,66.27999877929688,67.58000183105469,8311720
2025-08-01,67.37999725341797,74.16000366210938,66.5999984741211,72.22000122070312,9257721
2025-09-01,72.19999694824219,76.26000213623047,68.45999908447266,68.86000061035156,7905383
2025-10-01,68.5,73.08000183105469,68.4800033569336,70.26000213623047,6457260
2025-11-01,69.77999877929688,73.55999755859375,68.5999984741211,69.58000183105469,7246218
2025-12-01,69.63999938964844,70.55999755859375,67.80000305175781,69.58000183105469,5801586
2026-01-01,69.58000183105469,74.33999633789062,68.27999877929688,74.16000366210938,8645965
2026-02-01,74.80000305175781,84.19999694824219,73.63999938964844,83.18000030517578,8367865
2026-03-01,81.27999877929688,81.77999877929688,64.41999816894531,66.30000305175781,12274125
2026-04-01,67.5,67.58000183105469,63.86000061035156,64.68000030517578,7934087
